milage,accident,price,engine_hp,brand_id,model_id,fuel_type_id,transmission_norm,age
195,1,26000,355.0,9,1627,3,2,8
32,1,103000,600.0,5,302,3,0,7
15,1,81330,601.0,4,989,3,2,6
11,1,48950,300.0,16,789,3,0,3
93,1,18500,320.0,9,1671,1,0,14
35,1,30000,295.0,11,539,3,0,8
16,0,85500,365.0,43,121,3,2,7
77,0,32000,265.0,43,434,3,0,14
63,1,38500,500.0,43,1193,3,0,15
40,0,25500,268.0,27,569,3,0,9
103,1,9200,199.0,24,1161,4,0,12
76,0,35998,232.0,26,1443,3,0,6
55,0,34000,380.0,21,1841,3,2,8
114,1,13450,270.0,27,795,3,0,20
80,0,17500,382.0,36,761,3,0,14
7,0,144900,600.0,4,1807,3,2,2
4,0,65688,369.0,44,12,3,0,2
17,0,234900,577.0,25,872,3,0,6
34,0,37999,309.0,53,861,4,0,8
16,1,39990,355.0,3,1888,2,0,6
95,0,25000,290.0,15,1624,3,0,29
31,0,36000,200.0,9,309,2,0,3
19,0,36000,335.0,4,968,3,0,6
155,1,16900,403.0,8,609,1,0,16
120,1,6500,161.0,49,1896,3,0,15
153,0,10900,200.0,24,1159,3,0,13
47,0,50000,520.0,43,1193,3,2,10
2,0,43499,252.0,16,750,3,0,2
25,1,22995,78.0,9,1708,3,0,4
108,0,7850,160.0,53,409,3,0,20
76,0,18300,266.0,53,1534,3,0,10
30,0,78500,400.0,43,153,3,0,11
59,0,29900,325.0,55,1745,3,0,10
2,0,119500,409.0,27,935,3,0,2
52,1,24950,247.0,4,49,5,2,8
23,0,36495,425.0,52,1108,2,0,5
45,1,22500,164.0,12,0,3,1,8
179,1,6500,245.0,11,1337,3,0,23
2,0,84900,382.0,53,1634,3,1,2
39,0,66998,341.0,4,1815,4,0,3
135,0,15750,205.0,22,1780,3,0,18
79,0,17000,181.0,31,517,3,2,11
42,1,17000,290.0,39,1055,3,0,13
160,1,6500,225.0,53,413,3,0,19
2,0,75000,325.0,32,851,4,2,2
16,0,52000,308.0,27,1327,4,0,3
96,1,13500,240.0,4,44,3,2,12
73,0,15500,300.0,4,2,3,0,16
7,0,94998,502.0,4,1814,3,0,4
3,0,44000,226.0,19,1724,4,0,2
73,0,13900,227.0,55,345,3,0,12
21,0,51000,403.0,23,1356,2,0,7
30,0,63598,341.0,4,1815,4,0,4
24,0,38000,290.0,14,1123,2,0,4
73,0,23999,320.0,4,126,3,2,9
26,0,24998,232.0,14,578,3,0,6
27,1,34645,232.0,54,269,3,0,5
184,1,10500,240.0,17,1209,3,0,21
5,0,132998,502.0,4,1813,3,0,3
1,0,48000,410.0,44,30,3,0,3
50,0,26500,293.0,22,846,3,0,7
37,0,57850,420.0,15,1866,3,0,6
37,0,45950,560.0,4,986,3,2,10
80,1,24840,309.0,0,997,3,0,8
30,1,19000,170.0,54,297,3,2,9
11,0,101000,600.0,4,1807,3,0,4
106,0,19000,412.0,14,1122,3,1,13
31,0,65998,502.0,4,1816,3,0,6
86,1,20708,281.0,24,1597,3,0,6
80,1,17995,300.0,4,73,3,0,11
26,0,69995,420.0,2,1044,3,0,15
73,0,8400,268.0,36,353,3,0,17
41,0,35000,320.0,4,126,3,0,7
103,0,6000,158.0,11,396,3,1,15
123,1,13888,300.0,0,1882,3,2,15
161,1,7200,190.0,22,1781,3,0,20
105,1,21900,414.0,4,970,3,1,14
1,0,41000,177.0,24,1606,5,0,2
18,0,41999,266.0,14,1125,2,0,4
72,0,34950,414.0,4,970,3,2,14
7,0,46000,285.0,22,1765,4,0,2
11,0,99000,387.0,43,1186,3,0,3
67,0,28590,269.0,14,650,3,0,5
20,1,62000,425.0,4,976,3,0,7
6,0,42500,346.0,14,1125,2,0,3
34,0,14999,111.0,12,95,2,0,8
100,0,26950,420.0,8,610,3,0,10
128,0,29000,429.0,36,1491,3,2,11
24,0,59203,309.0,14,636,3,0,4
2,0,91000,835.0,45,1277,2,0,2
66,0,39985,560.0,4,986,3,2,11
22,0,210000,573.0,25,871,3,2,8
16,1,68995,315.0,14,329,3,2,3
22,0,81900,471.0,27,923,3,0,4
89,0,31900,360.0,27,926,3,0,10
50,0,25000,220.0,3,168,3,0,7
126,0,13850,360.0,3,1485,3,2,22
85,0,15550,210.0,54,825,3,1,10
3,0,123999,277.0,8,616,0,0,2
66,0,19190,232.0,19,1726,3,0,7
1,0,35000,228.0,53,780,3,1,2
2,0,98900,341.0,14,325,3,0,2
25,0,28500,191.0,19,1519,3,0,4
92,0,20900,390.0,39,264,3,0,8
124,1,14500,263.0,27,795,3,0,17
105,1,12000,318.0,8,378,3,0,12
49,0,63000,420.0,3,1286,3,1,17
28,0,47598,341.0,21,695,3,0,5
81,0,32000,285.0,9,1553,1,0,7
45,0,52000,375.0,14,636,3,2,4
173,1,16000,381.0,53,1528,1,0,14
14,0,60000,382.0,4,980,4,0,4
93,0,42500,335.0,3,202,4,0,6
90,0,18200,268.0,53,285,3,0,10
41,0,32000,252.0,43,1028,3,0,8
20,0,47124,311.0,27,887,3,0,2
4,0,175000,232.0,36,1077,3,0,5
187,1,10400,275.0,27,1320,3,0,14
6,0,68000,382.0,53,1633,3,2,4
54,0,37995,362.0,36,208,3,0,8
78,1,42000,445.0,4,1812,3,0,8
75,0,36000,355.0,9,1671,3,0,7
90,1,42500,411.0,14,667,3,0,11
107,0,7100,250.0,50,1168,3,0,20
21,0,28500,280.0,1,1368,3,0,6
83,0,6950,244.0,34,388,3,0,18
92,1,36500,250.0,14,665,0,0,7
15,0,54599,232.0,36,771,3,0,4
39,1,35000,333.0,3,192,3,2,8
67,1,46500,410.0,44,26,3,0,8
62,0,29975,329.0,52,1089,2,0,10
54,0,53500,605.0,3,1483,3,0,8
31,0,29000,192.0,19,1588,4,0,3
143,1,22000,450.0,3,201,3,0,9
166,1,6999,207.0,14,1351,3,0,16
89,1,19977,354.0,20,1241,4,0,10
115,0,20990,414.0,4,970,3,2,14
171,1,4750,268.0,36,550,3,0,16
90,0,28590,309.0,14,651,3,0,6
98,1,15000,323.0,9,398,3,2,11
52,1,20500,155.0,34,1024,3,1,8
26,0,38405,304.0,22,842,3,0,4
42,0,17495,189.0,31,858,3,0,9
77,0,7500,205.0,47,142,3,1,23
50,0,43000,335.0,4,1805,3,0,6
22,0,58998,232.0,43,1027,3,0,4
17,0,39998,232.0,3,1226,3,0,3
30,0,29645,213.0,15,244,3,0,5
153,1,6500,250.0,3,1884,3,1,20
57,0,23000,302.0,37,1039,3,2,21
117,1,12700,311.0,19,801,3,0,10
72,1,30000,354.0,3,1506,3,0,7
39,0,50000,335.0,3,202,4,0,6
149,0,10099,300.0,28,1143,3,0,17
19,0,64000,425.0,4,976,3,1,7
28,0,36969,213.0,34,390,3,0,4
3,0,78999,490.0,9,509,3,2,2
74,0,36000,375.0,14,660,3,0,8
85,1,55000,450.0,14,675,0,0,6
2,0,259500,611.0,13,1365,3,0,3
46,1,33000,362.0,36,776,3,0,8
50,0,28000,185.0,19,1520,3,0,6
31,0,23500,302.0,36,549,3,0,13
149,1,12240,350.0,14,684,0,0,17
90,1,15500,302.0,37,1039,3,0,22
48,0,57000,275.0,14,1718,1,0,4
98,1,15500,248.0,36,337,3,0,12
19,0,38698,232.0,54,271,3,0,3
60,1,24950,325.0,9,1625,3,0,19
170,0,15000,320.0,9,1622,1,0,11
190,0,6000,162.0,38,572,3,1,17
91,0,68500,381.0,53,948,3,0,9
7,0,41299,213.0,16,754,3,0,3
229,0,8250,240.0,53,1737,3,0,21
9,0,125900,341.0,32,1270,3,0,2
49,1,44900,450.0,3,1308,3,2,11
21,0,28906,201.0,39,1361,3,0,3
63,0,28600,400.0,43,1187,3,2,15
24,0,49999,382.0,4,981,4,0,4
104,0,19500,403.0,8,613,1,0,15
46,1,27800,232.0,55,1480,3,0,5
2,1,40655,213.0,34,394,3,0,2
61,0,35850,304.0,10,1177,4,0,3
24,0,35273,232.0,22,1778,3,0,5
232,0,4300,220.0,53,859,3,0,24
81,0,38500,375.0,14,660,3,0,6
24,0,44998,232.0,26,1387,3,0,3
79,0,18000,187.0,34,1071,3,0,5
110,1,11900,192.0,24,1159,3,0,10
178,1,4500,270.0,27,1320,3,0,16
131,0,11970,190.0,38,1175,3,0,9
106,0,25900,362.0,36,776,3,0,8
28,1,27500,184.0,3,167,3,2,6
91,0,14998,232.0,3,169,1,0,10
89,1,16800,208.0,36,350,3,0,9
85,0,22450,390.0,20,708,3,0,14
11,0,28998,170.0,24,917,3,0,4
45,1,30750,313.0,4,1800,5,0,7
33,1,11900,192.0,36,1501,3,0,22
71,0,12499,150.0,22,1768,3,1,22
55,0,36500,291.0,24,1685,3,0,5
142,0,14490,375.0,26,1395,3,0,13
50,1,21900,420.0,21,1851,3,2,18
29,0,71995,425.0,4,976,3,1,5
9,0,56900,382.0,4,974,4,0,3
6,0,83598,341.0,36,226,4,0,4
34,0,48190,369.0,44,10,3,0,3
37,0,35999,445.0,4,204,3,0,12
50,0,12000,228.0,36,340,3,0,18
45,1,16500,172.0,22,477,3,0,8
69,0,36000,306.0,53,862,4,0,6
8,0,98900,502.0,4,1797,3,0,3
4,0,84645,341.0,4,970,3,1,2
185,0,36950,240.0,4,970,3,1,26
58,0,41900,424.0,32,1273,3,0,7
29,0,39650,272.0,0,1296,3,0,4
62,1,19000,208.0,36,764,3,2,10
33,0,45000,188.0,36,1614,0,0,4
63,1,17498,304.0,8,1860,3,0,11
57,0,19750,323.0,9,400,3,2,10
92,0,23000,400.0,43,430,3,0,12
96,1,12000,340.0,11,1033,3,0,20
34,0,23000,330.0,20,1253,3,0,11
17,0,112000,557.0,26,1420,3,0,5
53,1,9250,147.0,53,406,4,0,18
119,0,12500,281.0,15,247,3,0,9
29,0,36999,232.0,28,503,3,0,4
86,1,41000,350.0,44,29,0,0,8
177,1,40500,385.0,44,54,0,0,11
94,1,15900,362.0,36,760,3,0,12
48,1,54999,600.0,4,982,3,0,7
97,0,24500,390.0,14,1128,3,1,22
16,0,26599,190.0,0,879,3,0,3
148,1,2800,275.0,7,1334,3,0,20
96,1,22000,403.0,8,610,1,0,12
46,0,52000,463.0,36,1452,3,0,7
60,1,25950,400.0,20,1266,3,0,9
50,0,18795,138.0,7,593,3,0,6
33,0,43999,341.0,36,776,3,0,6
107,0,5900,210.0,22,958,3,0,15
60,1,37000,536.0,36,1455,3,2,14
55,0,28000,333.0,3,200,3,0,9
4,0,25500,186.0,34,380,3,0,3
58,0,59400,600.0,5,484,3,0,16
11,0,217950,387.0,5,485,3,0,3
28,0,197750,387.0,5,715,3,0,3
32,0,106798,341.0,43,147,3,2,7
47,0,29950,292.0,54,830,3,1,9
165,1,4000,306.0,19,807,3,0,14
98,1,25500,375.0,14,670,3,0,7
40,0,22749,190.0,19,1725,3,0,5
147,1,12990,305.0,14,1130,3,0,12
54,0,25980,300.0,4,73,3,0,11
2,0,199995,577.0,36,218,3,0,5
3,0,104500,797.0,11,446,3,0,5
41,0,35500,265.0,43,311,3,0,12
37,1,49500,232.0,43,1028,3,0,7
78,0,49883,422.0,14,678,0,0,4
88,1,14900,315.0,14,1121,3,0,15
93,0,38500,355.0,9,1627,3,0,5
42,0,28251,232.0,36,335,3,0,7
19,1,33242,304.0,44,9,1,0,6
2,1,76373,366.0,53,1529,4,0,2
31,1,68000,600.0,4,982,3,0,7
22,0,25099,213.0,34,1059,3,0,3
98,1,15998,213.0,39,1362,3,2,9
73,0,34000,240.0,3,193,0,0,10
24,0,31900,311.0,16,756,3,0,5
9,0,166900,563.0,46,814,3,0,9
20,0,67900,560.0,4,987,3,2,6
58,1,18750,305.0,14,1130,3,1,12
35,0,18500,360.0,4,115,3,0,16
7,1,29895,214.0,39,951,2,0,2
35,0,30890,269.0,28,1007,3,0,6
15,0,46787,352.0,24,1681,3,0,3
14,0,79999,440.0,28,1148,3,0,3
13,0,62500,449.0,36,1451,3,0,10
117,0,27000,419.0,9,1627,3,0,8
27,0,50000,335.0,3,194,4,0,5
89,1,20989,310.0,14,1120,3,0,8
100,1,8500,153.0,9,524,3,0,7
16,0,75500,395.0,26,1412,4,0,5
15,0,62999,296.0,26,1376,3,0,2
40,0,38995,400.0,4,115,3,1,13
119,1,13500,210.0,14,1116,3,0,17
11,0,29998,170.0,24,918,3,0,3
118,1,11500,155.0,34,1064,3,1,11
8,0,45899,365.0,24,1619,3,0,4
3,0,74500,650.0,9,405,3,0,2
73,1,78000,563.0,36,218,3,0,8
82,0,14900,280.0,14,1691,3,2,20
49,0,39750,420.0,15,1545,3,0,8
6,0,40000,291.0,24,1683,3,0,2
37,0,26000,400.0,9,505,3,1,20
40,0,34000,445.0,4,115,3,2,11
78,0,17500,170.0,39,1362,3,0,8
75,0,19780,288.0,15,243,3,0,10
15,0,93500,420.0,8,615,3,0,4
46,0,72999,485.0,39,785,3,0,15
61,0,31000,295.0,53,868,3,0,7
45,0,54500,335.0,4,1815,3,0,5
48,0,27000,295.0,20,1262,3,0,7
68,0,18500,204.0,27,884,3,1,15
43,0,51899,339.0,15,1538,3,0,6
123,0,20995,419.0,9,1513,3,0,20
93,0,19750,375.0,11,441,3,0,11
72,0,21400,429.0,19,600,3,0,9
83,0,10500,260.0,14,1121,3,0,22
8,0,78900,437.0,53,1527,4,0,2
19,0,74900,395.0,26,1428,4,2,5
13,0,42599,304.0,22,842,3,0,3
32,0,36000,454.0,32,837,3,0,10
61,1,37500,560.0,4,982,3,0,12
4,0,143998,502.0,26,1425,4,0,2
152,0,14000,365.0,14,660,3,0,14
130,0,7000,211.0,3,169,3,0,13
36,1,41995,335.0,4,105,3,0,6
92,0,12500,300.0,4,1810,3,0,16
64,0,10300,150.0,14,1116,3,0,27
151,0,17500,381.0,53,1527,3,0,13
38,0,63998,447.0,26,1396,3,0,7
15,0,61059,335.0,3,1258,4,2,4
52,0,23000,268.0,50,1757,3,1,10
208,1,21000,355.0,9,1627,3,0,8
39,0,29900,295.0,20,1264,3,0,5
66,0,28000,265.0,43,434,3,0,14
94,0,16000,295.0,20,1262,3,0,8
7,0,64000,425.0,4,976,3,0,7
8,0,90000,395.0,26,1377,4,0,2
26,0,84900,502.0,4,990,3,0,5
17,0,54900,402.0,55,346,2,0,2
41,1,30999,382.0,36,1491,3,2,14
50,1,64500,518.0,26,1415,3,2,5
186,0,4500,240.0,14,622,1,0,13
51,1,25995,268.0,27,569,3,0,9
10,0,99750,365.0,43,118,3,0,6
21,0,142998,387.0,36,740,3,0,5
19,0,45861,369.0,44,4,3,0,3
12,0,187900,577.0,3,1283,3,0,5
77,0,57000,286.0,38,943,3,1,19
40,0,24000,280.0,0,1637,3,0,12
113,0,10000,270.0,8,376,3,0,13
8,1,46000,455.0,9,399,3,1,3
20,0,29900,208.0,53,407,4,0,3
115,0,39000,310.0,14,1718,3,0,6
239,0,7000,295.0,27,1327,4,0,13
62,0,32998,341.0,21,701,3,0,11
22,0,38598,304.0,22,1769,3,0,5
49,0,62500,350.0,43,119,3,2,8
22,0,117000,525.0,3,1281,3,2,11
68,1,16750,300.0,28,1015,3,0,9
139,0,7000,190.0,9,1447,3,0,24
76,0,130000,416.0,36,741,3,0,4
14,0,54998,309.0,27,1326,3,0,3
42,1,45999,445.0,4,133,3,0,6
164,0,21500,455.0,9,401,3,0,9
162,0,7945,232.0,14,735,4,0,12
23,0,34580,213.0,19,1516,3,0,3
5,0,59950,190.0,27,1323,3,0,2
47,1,31000,246.0,26,1408,3,0,5
72,1,39000,355.0,9,1627,3,0,6
3,0,129900,414.0,43,123,3,1,5
18,1,30000,335.0,9,398,3,0,4
31,0,39998,304.0,22,815,3,0,4
25,0,33580,236.0,53,1662,3,0,18
10,0,93999,420.0,15,1867,3,0,2
18,1,77999,526.0,14,1532,3,1,7
73,0,79990,464.0,8,615,3,0,4
68,0,20000,310.0,7,937,3,0,8
44,0,65990,534.0,52,1103,2,0,5
37,0,28500,241.0,36,548,3,0,8
62,1,39998,339.0,9,1671,1,0,8
36,0,43329,352.0,24,1681,3,0,3
11,0,63100,366.0,53,1731,4,0,2
4,0,107900,387.0,3,1484,3,0,2
108,1,26498,384.0,39,264,3,0,7
33,0,46598,341.0,26,1381,0,0,5
74,0,32913,352.0,24,1684,3,0,5
25,0,45950,309.0,27,782,3,0,5
13,0,69000,335.0,4,1811,4,2,3
12,0,133500,395.0,26,1414,4,2,2
78,0,54000,397.0,9,1580,0,0,10
82,1,7999,394.0,32,1274,3,2,18
1,0,489995,645.0,11,1754,3,1,8
30,0,55329,309.0,14,636,3,0,4
63,0,16500,185.0,24,1162,3,0,6
56,0,59000,575.0,26,1431,3,2,7
31,0,52998,309.0,27,1328,4,2,4
28,0,14900,239.0,28,1706,3,0,21
47,0,19600,201.0,17,464,3,1,13
74,0,31990,308.0,27,1327,4,0,8
37,0,31953,304.0,44,9,1,0,6
5,0,48000,425.0,52,1108,2,0,2
2,0,78900,401.0,3,1304,3,2,2
52,1,15000,348.0,19,808,3,1,11
58,0,41500,303.0,43,314,3,1,17
52,0,26095,432.0,14,681,0,1,15
64,0,16999,232.0,24,1593,3,0,9
38,0,21500,332.0,39,63,3,1,16
2,0,40750,252.0,16,750,3,0,2
57,0,26000,510.0,26,1433,3,2,12
22,0,69500,463.0,36,1453,3,0,5
2,0,66500,315.0,14,329,3,0,2
62,0,32000,305.0,44,14,1,0,7
107,0,13500,290.0,22,845,1,0,12
76,1,35999,450.0,3,1308,3,0,12
32,1,48995,304.0,22,843,3,0,3
116,1,6000,215.0,10,519,3,0,20
157,1,9900,354.0,3,1472,3,1,14
197,0,85000,670.0,52,1101,2,0,2
35,0,28500,237.0,8,365,3,0,5
76,0,19000,404.0,32,812,3,0,11
29,0,34500,247.0,21,692,3,0,6
33,1,44495,445.0,4,133,3,0,6
26,1,30999,309.0,0,1646,3,0,6
76,1,9500,182.0,15,1689,3,0,10
30,0,12800,170.0,4,1892,2,0,11
110,0,4500,122.0,39,1752,3,0,14
23,0,33500,255.0,36,335,3,0,6
144,0,4199,180.0,53,1048,3,1,22
22,0,54800,395.0,44,11,3,0,4
13,0,81500,429.0,36,215,4,0,3
53,1,28000,252.0,3,176,3,0,7
45,0,52999,450.0,28,1148,3,0,6
202,1,5700,255.0,3,186,3,0,17
215,1,6995,345.0,9,1562,3,0,19
77,0,49998,387.0,36,1452,3,0,6
91,0,25999,232.0,55,1830,3,0,7
178,1,7700,179.0,53,410,3,0,14
58,0,29497,208.0,36,1077,3,0,7
86,1,17000,304.0,9,400,3,0,15
37,1,20199,167.0,34,1022,3,1,13
54,0,16250,173.0,14,620,3,0,10
20,1,59598,504.0,36,1455,3,0,10
8,0,31113,170.0,24,1153,4,0,2
65,1,20900,255.0,43,311,3,1,15
118,0,27750,270.0,53,89,3,0,9
33,0,18200,201.0,19,921,2,0,6
86,0,18750,240.0,26,1409,3,0,9
163,0,19550,255.0,14,563,1,0,13
35,0,24900,302.0,36,1494,3,0,21
31,0,22000,180.0,22,481,3,0,7
103,0,40998,387.0,36,1453,3,0,7
22,0,135800,416.0,36,741,3,0,4
91,0,39500,691.0,52,1105,2,0,9
42,1,44800,416.0,27,888,3,0,15
92,0,13000,300.0,4,50,3,0,15
4,0,162500,591.0,3,1309,4,0,3
110,0,5000,275.0,7,961,3,0,19
88,0,18500,335.0,28,1014,3,2,9
43,0,37000,390.0,39,264,3,2,7
23,0,114998,341.0,43,143,3,0,5
60,0,24995,300.0,4,72,3,0,10
17,0,69685,369.0,22,1762,3,0,3
63,1,12995,202.0,8,240,3,0,12
72,1,10900,136.0,14,1714,3,0,15
5,0,47500,320.0,24,570,2,0,3
68,0,25990,333.0,3,1470,3,1,11
51,0,38000,381.0,53,1735,3,0,7
54,0,35000,285.0,22,1774,3,0,12
62,0,16500,394.0,32,1269,3,2,19
29,0,16750,302.0,36,358,3,0,19
300,1,5000,300.0,15,1552,0,0,23
103,1,17000,261.0,39,731,3,0,14
816,0,109900,502.0,4,982,3,0,2
719,0,489000,387.0,43,159,3,1,9
4,0,81998,341.0,26,1380,4,0,2
107,1,22000,385.0,14,669,1,0,9
5,0,114998,502.0,4,991,3,0,3
14,0,71400,385.0,43,153,3,1,15
47,0,11400,235.0,55,1822,3,0,17
21,0,27798,304.0,10,33,3,0,4
64,1,20499,151.0,17,903,4,0,5
31,0,36250,366.0,43,438,3,0,19
25,0,47800,455.0,52,1109,2,0,3
35,0,71950,617.0,4,983,3,0,5
74,0,16000,340.0,3,1465,3,1,21
49,0,69998,422.0,14,677,0,0,4
5,0,32500,146.0,24,1525,3,0,2
32,1,33500,280.0,44,1217,3,0,6
23,0,80998,442.0,4,988,3,0,5
30,1,29000,329.0,36,551,3,0,10
112,1,14599,304.0,8,1860,3,0,9
127,1,19990,328.0,20,1243,3,0,11
51,1,28890,280.0,54,1701,3,0,8
194,0,9950,320.0,9,1623,1,0,14
33,0,44750,381.0,53,1736,3,0,4
43,0,35750,228.0,4,1782,3,0,3
46,0,35300,429.0,36,762,3,0,9
59,0,21000,304.0,8,1860,3,0,6
134,1,9500,294.0,21,1846,3,0,21
4,0,150000,650.0,9,405,3,0,5
100,1,24000,188.0,36,1610,0,0,13
9,0,42999,232.0,36,335,3,0,3
142,1,5700,230.0,11,534,3,0,22
77,0,13800,211.0,3,177,3,0,13
67,1,31500,252.0,3,176,3,2,7
61,0,19500,333.0,3,1468,3,0,13
40,0,52590,440.0,43,1190,3,2,10
7,0,128900,550.0,36,235,3,2,5
2,0,51500,455.0,9,401,3,1,2
11,0,61998,341.0,3,1251,4,0,2
18,0,67000,454.0,32,836,3,2,7
32,1,67963,442.0,15,1546,3,0,3
24,1,49427,304.0,8,1859,3,0,5
22,0,43389,304.0,22,841,3,0,3
148,0,18000,320.0,9,279,1,0,13
41,0,60200,600.0,4,982,3,2,7
128,0,19500,317.0,39,1695,1,0,16
138,1,19000,500.0,11,1340,3,0,20
230,0,15500,315.0,15,1545,1,0,12
54,0,33000,295.0,27,1323,3,0,8
174,1,11999,335.0,36,760,3,0,13
50,1,47645,384.0,20,1267,3,0,3
14,0,75000,503.0,36,210,3,0,4
134,1,13500,240.0,4,98,3,0,9
78,0,68000,350.0,43,143,3,2,11
66,0,21750,280.0,43,315,3,0,20
18,0,94000,600.0,4,1807,3,0,4
122,0,9450,210.0,14,1127,3,0,18
4,0,89999,835.0,45,1278,2,0,2
9,0,61999,232.0,55,1828,4,0,3
120,0,16000,240.0,4,98,3,0,9
169,0,29500,420.0,8,604,3,0,9
44,0,25900,350.0,9,505,3,1,21
111,0,11500,211.0,3,176,3,2,12
65,0,17000,211.0,3,1655,3,2,13
53,0,6500,200.0,7,938,3,0,18
13,0,44900,455.0,9,401,3,0,8
6,0,52000,425.0,52,1108,2,0,2
74,0,40000,425.0,4,970,3,1,10
100,1,6900,200.0,24,1162,3,0,14
25,0,53568,382.0,53,1632,3,0,3
17,0,43860,232.0,28,1142,3,0,4
115,0,11995,260.0,39,1201,3,0,10
72,1,26500,445.0,4,1806,3,2,10
162,1,6500,263.0,34,1076,3,1,17
48,0,45500,355.0,15,1873,3,0,8
10,0,36990,280.0,44,1217,3,0,7
32,0,35113,304.0,44,7,3,0,4
85,1,23998,309.0,27,781,3,0,11
138,0,10990,175.0,19,1725,3,0,9
88,0,16999,300.0,9,1513,3,0,22
35,0,38900,440.0,32,835,3,0,12
25,0,52000,365.0,4,964,3,0,7
15,0,48500,425.0,52,1108,2,0,4
162,0,13999,175.0,50,1166,3,0,10
120,1,16999,260.0,7,1360,3,0,29
102,0,36500,510.0,26,1399,3,0,8
84,0,42691,309.0,14,639,3,0,4
27,0,6700,107.0,39,950,2,0,13
41,0,42886,309.0,53,1666,3,2,6
40,0,112500,630.0,36,231,3,0,5
30,1,29000,248.0,4,23,3,0,6
79,1,10600,272.0,27,569,3,0,18
29,0,69995,352.0,43,154,3,1,18
5,0,88950,341.0,32,956,3,0,2
13,1,69900,717.0,11,446,3,0,5
19,0,25900,187.0,34,1071,3,0,4
12,0,48000,349.0,3,1463,3,0,6
26,0,33900,435.0,14,1122,3,1,9
12,0,44400,425.0,52,1108,2,0,3
70,1,23000,265.0,3,1660,3,0,14
25,0,55000,405.0,4,966,3,0,5
1,0,54900,295.0,3,1228,2,0,2
58,0,27500,320.0,4,126,3,0,9
53,0,49999,385.0,36,225,3,2,7
54,0,37000,449.0,36,1451,3,0,10
110,0,27000,240.0,17,1458,3,1,23
98,0,10000,345.0,9,505,3,1,25
21,0,35387,304.0,9,472,3,0,5
78,0,40000,536.0,36,1455,3,0,12
79,0,64000,616.0,5,489,3,0,12
54,1,16900,340.0,15,1550,3,0,23
22,0,42000,349.0,3,1505,3,0,5
42,0,18700,137.0,53,501,3,1,8
110,1,34999,355.0,15,1873,3,0,8
67,0,47500,381.0,53,1728,3,0,5
63,1,24000,268.0,50,1759,3,1,8
102,1,18000,268.0,50,1757,3,1,10
80,1,16488,328.0,20,1243,3,0,11
167,1,24950,355.0,9,1629,3,0,8
191,1,8900,273.0,53,1527,3,0,19
136,0,15000,405.0,43,427,3,2,16
15,0,39900,291.0,24,1684,3,0,2
13,1,96000,603.0,36,216,3,0,6
4,0,64995,335.0,4,1881,3,2,11
44,0,23500,152.0,50,894,3,1,8
66,0,12000,160.0,11,537,3,1,10
18,0,89900,447.0,26,1416,3,0,4
107,0,17500,332.0,39,60,3,1,12
120,0,55000,420.0,8,603,3,0,5
60,0,19900,302.0,36,549,3,2,13
117,0,8900,206.0,24,1160,4,0,13
85,0,67500,445.0,9,1581,0,0,3
63,0,24325,220.0,54,827,3,1,7
73,0,22500,500.0,11,1339,3,1,21
115,0,11495,179.0,49,1894,3,1,11
56,0,49900,510.0,26,1400,3,0,9
67,0,40900,309.0,27,928,3,0,7
179,1,16000,355.0,9,1622,3,0,10
28,0,44999,444.0,32,835,3,0,10
155,0,55000,415.0,43,155,3,1,22
154,1,8500,206.0,19,1587,4,0,13
62,1,18955,270.0,8,376,3,0,13
178,0,2500,170.0,4,39,3,0,25
65,0,21500,332.0,39,63,3,1,13
63,1,38598,341.0,36,776,3,0,7
3,0,49500,460.0,14,1122,3,1,4
119,0,12000,211.0,3,1230,3,0,13
199,0,25000,350.0,44,25,0,0,12
188,1,8500,210.0,11,1341,3,0,14
157,0,10750,248.0,36,337,3,0,12
8,0,62500,707.0,11,446,3,0,9
73,0,42950,380.0,26,1397,3,0,7
11,0,60995,425.0,4,976,3,1,7
63,1,47000,463.0,36,1453,3,0,7
75,0,18900,319.0,9,656,3,0,16
98,1,36000,270.0,53,87,3,0,9
34,0,18900,167.0,34,1022,3,1,13
123,1,12449,280.0,54,1702,3,0,13
112,0,8800,340.0,21,1843,3,0,12
68,1,19500,426.0,9,401,3,0,15
120,1,14500,328.0,20,748,3,2,13
45,1,46999,445.0,4,1812,3,0,6
7,0,39500,455.0,9,403,3,0,3
41,0,59750,577.0,36,1455,3,0,10
74,0,45000,420.0,8,606,3,0,7
94,0,15999,200.0,53,408,4,0,11
108,0,19998,310.0,3,185,3,2,10
118,1,17000,555.0,4,1797,3,2,13
39,0,57500,550.0,21,696,3,2,5
55,0,40000,320.0,4,126,3,2,8
35,1,49999,382.0,4,974,4,0,4
85,0,30000,285.0,22,1778,3,0,9
64,0,36000,410.0,44,30,3,0,7
87,0,19999,300.0,14,1130,3,0,9
206,1,15900,190.0,4,43,3,1,28
113,0,11999,335.0,36,759,3,0,14
1,0,96850,835.0,45,1277,2,0,2
10,0,48000,425.0,52,1108,2,0,2
14,0,53000,255.0,36,549,3,0,3
14,0,85495,375.0,4,1815,4,0,2
10,0,32000,155.0,9,1710,3,0,2
218,0,20000,355.0,9,1623,3,0,10
74,0,60995,339.0,9,1629,3,0,4
40,0,45000,285.0,22,817,3,2,5
10,0,82000,355.0,15,1871,3,0,2
42,0,24995,227.0,34,1069,3,0,6
